topic_1,topic_2,count
language,linguistics,5
language,natural-language,14
language,schema,14
language,nlp,4
language,transcription,13
language,language-documentation,10
language,language-documentation,8
language,language-documentation,15
language,documentary-linguistics,10
language,documentary-linguistics,8
language,documentary-linguistics,15
language,glosses,10
language,scription,10
language,scription,8
language,scription-files,10
language,corpus-data,13
language,data-format,13
language,discourse,13
language,functionalism,13
language,descriptive-linguistics,15
language,language-description,15
language,lexicography,15
language,lexicon,15
languages,linguistics,14
languages,linguistics,15
languages,natural-language,14
languages,schema,14
languages,language-documentation,15
languages,documentary-linguistics,15
languages,descriptive-linguistics,15
languages,language-description,15
languages,lexicography,15
languages,lexicon,15
linguistics,natural-language,14
linguistics,schema,14
linguistics,nlp,8
linguistics,transcription,13
linguistics,gis,13
linguistics,classics,19
linguistics,adventure,19
linguistics,coreference,19
linguistics,docker,19
linguistics,ebooks,19
linguistics,gutenberg-ebooks,19
linguistics,literature-mining,19
linguistics,named-entities,19
linguistics,narrative,19
linguistics,parser,19
linguistics,parsey-mcparseface,19
linguistics,person-narratives,19
linguistics,syntaxnet,19
linguistics,digital-scholarship,13
linguistics,language-documentation,8
linguistics,language-documentation,10
linguistics,language-documentation,8
linguistics,language-documentation,7
linguistics,language-documentation,15
linguistics,language-documentation,7
linguistics,transliteration,8
linguistics,transliteration,5
linguistics,cmudict,8
linguistics,metrical-parser,8
linguistics,rhythm,8
linguistics,spacy,8
linguistics,documentary-linguistics,10
linguistics,documentary-linguistics,8
linguistics,documentary-linguistics,7
linguistics,documentary-linguistics,15
linguistics,documentary-linguistics,7
linguistics,glosses,10
linguistics,scription,10
linguistics,scription,8
linguistics,scription-files,10
linguistics,glossing,8
linguistics,interlinear,8
linguistics,interlinear-gloss,8
linguistics,topic-models,13
linguistics,corpus-data,13
linguistics,data-format,13
linguistics,discourse,13
linguistics,functionalism,13
linguistics,computational-linguistics,7
linguistics,computational-linguistics,4
linguistics,descriptive-linguistics,15
linguistics,language-description,15
linguistics,lexicography,15
linguistics,lexicon,15
linguistics,aframe-vr,5
linguistics,design,5
linguistics,information-visualization,5
linguistics,phonetics,17
linguistics,converter,17
linguistics,grammar,17
linguistics,international-phonetic-alphabet,17
linguistics,ipa,17
linguistics,kiel,17
linguistics,kiel-corpus,17
linguistics,prolab,17
linguistics,sablecc,17
linguistics,tei-files,17
linguistics,xsampa,17
linguistics,cqp,7
linguistics,cwb,7
linguistics,digital-philology,7
linguistics,opencorpusworkbench,7
linguistics,ancient-greek,12
linguistics,ancient-languages,12
linguistics,shiny,4
linguistics,avestan,12
linguistics,hittite,12
linguistics,iast,12
linguistics,indo-european,12
linguistics,linear-b,12
linguistics,luwian,12
linguistics,vedic,12
linguistics,writing-systems,12
natural-language,schema,14
beginners,cambridge-uni,11
beginners,intermediate,11
beginners,intermediate,11
beginners,spacy2,11
beginners,teaching,11
beginners,teaching,11
beginners,teaching,8
beginners,text-mining,11
beginners,text-mining,11
beginners,text-mining,8
beginners,cambridge-university,11
beginners,cambridge-university,8
beginners,nltk,11
cambridge-uni,intermediate,11
cambridge-uni,spacy2,11
cambridge-uni,teaching,11
cambridge-uni,text-mining,11
intermediate,spacy2,11
intermediate,teaching,11
intermediate,teaching,11
intermediate,text-mining,11
intermediate,text-mining,11
intermediate,cambridge-university,11
intermediate,nltk,11
spacy2,teaching,11
spacy2,text-mining,11
teaching,text-mining,11
teaching,text-mining,11
teaching,text-mining,8
teaching,cambridge-university,11
teaching,cambridge-university,8
teaching,nltk,11
text-mining,digital-library,8
text-mining,metadata,10
text-mining,ocr,8
text-mining,ocr,10
text-mining,cambridge-university,11
text-mining,cambridge-university,8
text-mining,cambridge-university,8
text-mining,nltk,11
text-mining,nltk,8
text-mining,nlp,15
text-mining,nlp,6
text-mining,nlp,11
text-mining,hathitrust,8
text-mining,r-package,8
text-mining,rstats,8
text-mining,library,10
text-mining,collections-as-data,10
text-mining,mining,10
text-mining,oral-history,10
text-mining,utah,10
text-mining,dssc,15
text-mining,italian,15
text-mining,italian-nlp,15
text-mining,italo-svevo,15
text-mining,machine,15
text-mining,nlproc,15
text-mining,research-project,15
text-mining,university-of-trieste,15
text-mining,literature-mining,13
text-mining,childrens-books,8
text-mining,distant-reading,8
text-mining,ai-training,7
text-mining,digital-classics,7
text-mining,greek-stopwords,7
text-mining,greek-synonyms,7
text-mining,paraphrase-search,7
text-mining,haskell,3
text-mining,pandas,8
text-mining,text-visualization,11
text-mining,corpus-data,13
text-mining,computational-linguistics,13
text-mining,music-theory,6
text-mining,computational-rhetoric,13
text-mining,classwork,7
text-mining,text-editor,7
text-mining,corpus-search,13
text-mining,phrase-mining,13
text-mining,rhetoric,13
text-mining,search-algorithm,13
text-mining,geschichte,8
text-mining,prussian,8
text-mining,chinese-language,11
text-mining,chinese-nlp,11
text-mining,programming-language,11
etymology,wikimedia,5
etymology,wiktionary,5
wikimedia,wiktionary,5
law,legal-history,5
law,regex,7
law,generator,7
law,laws,7
law,referral,7
alto,alto-xml,12
alto,basex,12
alto,digital-libraries,12
alto,digital-library,12
alto,metadata,12
alto,mets-xml,12
alto,ocr,12
alto,perl-script,12
alto-xml,basex,12
alto-xml,digital-libraries,12
alto-xml,digital-library,12
alto-xml,metadata,12
alto-xml,mets-xml,12
alto-xml,ocr,12
alto-xml,perl-script,12
basex,digital-libraries,12
basex,digital-library,12
basex,metadata,12
basex,mets-xml,12
basex,ocr,12
basex,perl-script,12
digital-libraries,digital-library,12
digital-libraries,metadata,12
digital-libraries,mets-xml,12
digital-libraries,ocr,12
digital-libraries,perl-script,12
digital-libraries,ner,7
digital-libraries,classification,7
digital-libraries,babelnet,7
digital-libraries,random-forest,7
digital-libraries,semantic-analysis,7
digital-library,metadata,12
digital-library,mets-xml,12
digital-library,ocr,12
digital-library,ocr,8
digital-library,perl-script,12
digital-library,hathitrust,8
digital-library,r-package,8
digital-library,rstats,8
metadata,mets-xml,12
metadata,ocr,12
metadata,ocr,10
metadata,perl-script,12
metadata,rdf,11
metadata,drama,16
metadata,library,10
metadata,library,9
metadata,library,13
metadata,collections-as-data,10
metadata,mining,10
metadata,oral-history,10
metadata,utah,10
metadata,narrative,16
metadata,tutorial,3
metadata,batch,9
metadata,cataloguing,9
metadata,code4lib,9
metadata,collection,9
metadata,dublin-core,9
metadata,lis,9
metadata,fulltext,9
metadata,library-carpentry,9
metadata,multimedia-retrieval,9
metadata,oai,9
metadata,oai-analyzer,9
metadata,python-script,9
metadata,staatsbibliothek-zu-berlin,9
metadata,database,11
metadata,letters,4
metadata,science,16
metadata,data-modelling,11
metadata,linked-art,11
metadata,schema-org,11
metadata,museum,13
metadata,composer,4
metadata,collection-manipulation,13
metadata,exiftool,13
metadata,photos,13
metadata,plotting-in-python,13
metadata,videos,13
metadata,visual-media,13
metadata,xmp,13
metadata,essay,16
metadata,fable,16
metadata,fairy-tale,16
metadata,libretro,16
metadata,lyric,16
metadata,novel,16
metadata,prose,16
metadata,saga,16
mets-xml,ocr,12
mets-xml,perl-script,12
ocr,perl-script,12
ocr,glam,11
ocr,nlp,11
ocr,nlp,5
ocr,nlp,14
ocr,opencv,11
ocr,optical-character-recognition,11
ocr,hathitrust,8
ocr,r-package,8
ocr,rstats,8
ocr,library,10
ocr,collections-as-data,10
ocr,mining,10
ocr,oral-history,10
ocr,utah,10
ocr,living-with-machines,11
ocr,article,11
ocr,information-retrieval,11
ocr,nlp-pipeline,11
ocr,ocr-quality,11
ocr,text-processing,11
ocr,brooklyn,8
ocr,brooklyn,8
ocr,hocr,8
ocr,hocr,8
ocr,manhattan,8
ocr,manhattan,8
ocr,new-york-city-directories,8
ocr,new-york-city-directories,8
ocr,nypl,8
ocr,nypl,8
ocr,pdfs,8
ocr,arabic,11
ocr,image-processing,11
ocr,kraken,11
ocr,text-fabric,11
ocr,wisdom,11
ocr,workflow,11
ocr,historical-newspapers,6
ocr,historical-newspapers,5
ocr,tesseract,6
ocr,tesseract-ocr,6
ocr,tesseract-ocr,14
ocr,document-layout-analysis,5
ocr,business-directories,8
ocr,britain,14
ocr,british-empire,14
ocr,history-of-finance,14
ocr,lloyds-of-london,14
ocr,lloyds-register,14
ocr,nautical,14
ocr,table-ocr,14
cambridge-university,nltk,11
cambridge-university,nltk,8
cambridge-university,childrens-books,8
cambridge-university,distant-reading,8
nltk,nlp,8
nltk,jupyter-notebook,6
nltk,docker,6
nltk,childrens-books,8
nltk,distant-reading,8
nltk,spacy,7
nltk,text-processing,8
nltk,news,7
nltk,public-domain,8
nltk,preprocessing,7
nltk,corenlp,6
nltk,jupyterlab,6
deep-learning,fastai,8
deep-learning,fastai-course,8
deep-learning,glam,8
deep-learning,study-group,8
deep-learning,text-classification,9
deep-learning,convolutional-neural-networks,5
deep-learning,transfer-learning,5
deep-learning,ancient-texts,11
deep-learning,caffe,11
deep-learning,epigraphy,11
deep-learning,opencv,11
deep-learning,optical-character-recognition,11
deep-learning,pipeline,11
deep-learning,scikit-image,11
deep-learning,scikit-learn,11
deep-learning,bert,9
deep-learning,bert,8
deep-learning,bias,9
deep-learning,data-augmentation,9
deep-learning,svm,9
deep-learning,gpt-2,8
deep-learning,t5,8
deep-learning,transformer,8
fastai,fastai-course,8
fastai,glam,8
fastai,study-group,8
fastai-course,glam,8
fastai-course,study-group,8
glam,study-group,8
glam,nlp,11
glam,optical-character-recognition,11
glam,workshop,5
glam,living-with-machines,11
glam,article,11
glam,information-retrieval,11
glam,nlp-pipeline,11
glam,ocr-quality,11
glam,tutorial,5
digital-music-edition,angular,6
digital-music-edition,anton-webern,6
digital-music-edition,digital-musicology,6
rdf,tagging,9
rdf,annotation,9
rdf,ancient-texts,10
rdf,epigraphy,10
rdf,emacs,9
rdf,markup,9
rdf,tagger,9
rdf,ancient-latin,10
rdf,latin,10
rdf,database,11
rdf,military,7
rdf,owl,7
rdf,data-modelling,11
rdf,linked-art,11
rdf,schema-org,11
rdf,lawdi,10
rdf,turtle,10
rdf,creative-industries,8
rdf,creative-industries,9
rdf,golden-age,8
rdf,golden-age,9
rdf,golden-age,8
rdf,golden-agents,8
rdf,golden-agents,9
rdf,golden-agents,8
rdf,stcn,8
rdf,stcn,9
rdf,amsterdam,9
rdf,book-production,9
rdf,reconciliation,8
rdf,rkd,8
rdf,dutch-history,4
rdf,annotation-processor,7
rdf,clojure,7
rdf,lod,7
bible,geodata,4
bible,geography,4
geodata,geography,4
scholarly-communications,scientific-visualization,4
scholarly-communications,workshop-series,4
scientific-visualization,workshop-series,4
community-driven,community-peer-review,11
community-driven,composition,11
community-driven,creative-writing,11
community-driven,digital-art,11
community-driven,digital-lit-mag,11
community-driven,loyola-university-chicago,11
community-driven,mag,11
community-driven,magazine,11
community-driven,digitalhumanities,18
community-driven,commit,18
community-driven,digital-hub,18
community-driven,human,18
community-driven,humanist,18
community-driven,resource-pool,18
community-driven,teaching-git,18
community-driven,teaching-materials,18
community-driven,teaching-tools,18
community-driven,textual-scholarship,18
community-driven,podcast,7
community-driven,a11y-experiment,7
community-driven,humanitarian,7
community-driven,podcasting,7
community-driven,text-podcast,7
community-peer-review,composition,11
community-peer-review,creative-writing,11
community-peer-review,digital-art,11
community-peer-review,digital-lit-mag,11
community-peer-review,loyola-university-chicago,11
community-peer-review,mag,11
community-peer-review,magazine,11
composition,creative-writing,11
composition,digital-art,11
composition,digital-lit-mag,11
composition,loyola-university-chicago,11
composition,mag,11
composition,magazine,11
creative-writing,digital-art,11
creative-writing,digital-lit-mag,11
creative-writing,loyola-university-chicago,11
creative-writing,mag,11
creative-writing,magazine,11
digital-art,digital-lit-mag,11
digital-art,loyola-university-chicago,11
digital-art,mag,11
digital-art,magazine,11
digital-lit-mag,loyola-university-chicago,11
digital-lit-mag,mag,11
digital-lit-mag,magazine,11
loyola-university-chicago,mag,11
loyola-university-chicago,magazine,11
loyola-university-chicago,digital-projects,7
loyola-university-chicago,digital-public-humanities,7
loyola-university-chicago,textual-studies,7
loyola-university-chicago,wordsworth,7
mag,magazine,11
newspaper-clippings,newspaper-collections,9
newspaper-clippings,nlp-notebooks,9
newspaper-clippings,shannon,9
newspaper-clippings,similarity,9
newspaper-clippings,text-classification,9
newspaper-collections,nlp-notebooks,9
newspaper-collections,shannon,9
newspaper-collections,similarity,9
newspaper-collections,text-classification,9
nlp-notebooks,shannon,9
nlp-notebooks,similarity,9
nlp-notebooks,text-classification,9
shannon,similarity,9
shannon,text-classification,9
similarity,text-classification,9
text-classification,bert,9
text-classification,bias,9
text-classification,data-augmentation,9
text-classification,svm,9
dialect,dialect-adaptation,12
dialect,dialect-generation,12
dialect,dialects,12
dialect,finnish,12
dialect,finnish-language,12
dialect,nlp,12
dialect,normalization,12
dialect,swedish,12
dialect-adaptation,dialect-generation,12
dialect-adaptation,dialects,12
dialect-adaptation,finnish,12
dialect-adaptation,finnish-language,12
dialect-adaptation,nlp,12
dialect-adaptation,normalization,12
dialect-adaptation,swedish,12
dialect-generation,dialects,12
dialect-generation,finnish,12
dialect-generation,finnish-language,12
dialect-generation,nlp,12
dialect-generation,normalization,12
dialect-generation,swedish,12
dialects,finnish,12
dialects,finnish-language,12
dialects,nlp,12
dialects,normalization,12
dialects,swedish,12
finnish,finnish-language,12
finnish,nlp,12
finnish,normalization,12
finnish,swedish,12
finnish-language,nlp,12
finnish-language,normalization,12
finnish-language,swedish,12
nlp,normalization,12
nlp,swedish,12
nlp,jupyter-notebook,6
nlp,optical-character-recognition,11
nlp,dssc,15
nlp,italian,15
nlp,italian-nlp,15
nlp,italo-svevo,15
nlp,machine,15
nlp,nlproc,15
nlp,research-project,15
nlp,university-of-trieste,15
nlp,living-with-machines,11
nlp,article,11
nlp,information-retrieval,11
nlp,nlp-pipeline,11
nlp,ocr-quality,11
nlp,distant-reading,8
nlp,shiny-gui,6
nlp,stylo,6
nlp,stylometry,6
nlp,latin,6
nlp,latin,5
nlp,newspaper,9
nlp,text-visualization,11
nlp,cmudict,8
nlp,metrical-parser,8
nlp,rhythm,8
nlp,spacy,8
nlp,text-processing,8
nlp,baltic,9
nlp,climate,9
nlp,german-language,9
nlp,weather,9
nlp,word-embeddings,7
nlp,word-embeddings,6
nlp,cltk,6
nlp,lemmatizer,6
nlp,historical-newspapers,5
nlp,tesseract-ocr,14
nlp,document-layout-analysis,5
nlp,bert,6
nlp,music-theory,6
nlp,flair,7
nlp,old-japanese-documents,7
nlp,phonology,6
nlp,pos-tagger,6
nlp,pos-tagging,6
nlp,digital-epigraphy,5
nlp,emotion-classification,8
nlp,emotion-detection,8
nlp,roberta,8
nlp,chinese-language,11
nlp,chinese-nlp,11
nlp,programming-language,11
nlp,britain,14
nlp,british-empire,14
nlp,history-of-finance,14
nlp,lloyds-of-london,14
nlp,lloyds-register,14
nlp,nautical,14
nlp,table-ocr,14
normalization,swedish,12
convolutional-neural-networks,transfer-learning,5
transfer-learning,human-pose-estimation,4
transfer-learning,style-transfer,4
electron-app,exif,10
electron-app,expressjs,10
electron-app,mxgraph,10
electron-app,neo4j,10
electron-app,quantitative-analysis,10
exif,expressjs,10
exif,mxgraph,10
exif,neo4j,10
exif,quantitative-analysis,10
expressjs,mxgraph,10
expressjs,neo4j,10
expressjs,quantitative-analysis,10
mxgraph,neo4j,10
mxgraph,quantitative-analysis,10
neo4j,quantitative-analysis,10
neo4j,gazetteer,7
neo4j,calendar-dates,7
neo4j,flask,7
neo4j,tropes,4
neo4j,graph,4
digital,primary-sources,8
digital,time,8
digital,transcription,4
digital,nlp-machine-learning,7
digital,spacy-nlp,7
digital,culture-cloud,6
digital,learning,6
digital,learning-labs,6
digital,learning-resources,6
digital,anthropotechnodigital,9
